fecha,pais,ciudad,latitud,longitud,tipo_alojamiento,duracion_estancia,gasto_diario,valoracion,transporte,motivo_viaje
2023-12-25,Italia,Milán,45.4642,9.19,Apartamento,12,104.69,4,Avión,Vacaciones
2023-08-11,Italia,Roma,41.9028,12.4964,Hotel,8,110.61,4,Autobús,Vacaciones
2023-02-10,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,4,125.34,2,Tren,Vacaciones
2023-07-23,España,Sevilla,37.3891,-5.9845,Albergue,3,94.31,2,Autobús,Vacaciones
2023-09-21,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,11,145.27,5,Avión,Negocios
2023-11-24,Alemania,Hamburgo,53.5511,9.9937,Hostal,1,116.51,3,Autobús,Vacaciones
2023-06-27,Reino Unido,Londres,51.5074,-0.1278,Hotel,2,45.6,3,Tren,Vacaciones
2023-12-14,España,Madrid,40.4168,-3.7038,Apartamento,4,45.66,1,Coche,Vacaciones
2023-11-14,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,9,103.86,2,Tren,Vacaciones
2023-03-25,Italia,Florencia,43.7696,11.2558,Casa rural,14,92.88,4,Avión,Vacaciones
2023-11-14,Francia,Marsella,43.2965,5.3698,Hotel,1,106.65,1,Coche,Vacaciones
2023-04-21,Italia,Milán,45.4642,9.19,Apartamento,6,89.92,4,Avión,Vacaciones
2023-09-08,Francia,París,48.8566,2.3522,Hotel,6,81.99,1,Tren,Vacaciones
2023-01-07,Reino Unido,Londres,51.5074,-0.1278,Hotel,10,77.96,2,Autobús,Negocios
2023-03-25,Alemania,Berlín,52.52,13.405,Hotel,3,98.29,3,Tren,Vacaciones
2023-07-27,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,10,125.19,3,Autobús,Vacaciones
2023-11-10,España,Valencia,39.4699,-0.3763,Hotel,9,67.71,2,Coche,Vacaciones
2023-01-22,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,14,95.84,4,Autobús,Visita familiar
2023-01-03,Francia,Lyon,45.764,4.8357,Hostal,10,142.74,5,Autobús,Vacaciones
2023-05-07,Italia,Florencia,43.7696,11.2558,Hotel,3,47.76,5,Coche,Vacaciones
2023-10-24,Alemania,Colonia,50.9375,6.9603,Casa rural,1,119.28,2,Avión,Vacaciones
2023-07-07,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,2,93.75,1,Coche,Visita familiar
2023-12-28,Reino Unido,Londres,51.5074,-0.1278,Hotel,4,76.59,3,Avión,Visita familiar
2023-01-14,Italia,Milán,45.4642,9.19,Apartamento,4,83.37,4,Coche,Negocios
2023-01-12,Alemania,Hamburgo,53.5511,9.9937,Apartamento,2,130.99,5,Autobús,Vacaciones
2023-03-28,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,10,96.09,3,Tren,Vacaciones
2023-01-12,Reino Unido,Londres,51.5074,-0.1278,Apartamento,6,67.73,2,Autobús,Vacaciones
2023-01-25,Francia,Burdeos,44.8378,-0.5792,Hotel,6,74.0,3,Avión,Vacaciones
2023-10-28,Francia,Burdeos,44.8378,-0.5792,Apartamento,3,85.03,5,Tren,Vacaciones
2023-08-31,España,Sevilla,37.3891,-5.9845,Apartamento,1,126.04,4,Autobús,Vacaciones
2023-05-02,Italia,Venecia,45.4408,12.3155,Hotel,10,84.92,1,Autobús,Vacaciones
2023-05-27,Alemania,Frankfurt,50.1109,8.6821,Hostal,9,99.26,1,Tren,Visita familiar
2023-02-24,Reino Unido,Edimburgo,55.9533,-3.1883,Hostal,4,79.26,3,Autobús,Vacaciones
2023-08-26,Reino Unido,Londres,51.5074,-0.1278,Hotel,9,88.05,1,Avión,Visita familiar
2023-12-22,España,Madrid,40.4168,-3.7038,Hostal,5,95.14,5,Coche,Vacaciones
2023-06-22,Reino Unido,Londres,51.5074,-0.1278,Casa rural,7,72.09,4,Avión,Vacaciones
2023-08-09,Italia,Florencia,43.7696,11.2558,Apartamento,3,76.57,1,Autobús,Negocios
2023-04-29,España,Valencia,39.4699,-0.3763,Hotel,3,84.36,1,Tren,Visita familiar
2023-11-05,Italia,Venecia,45.4408,12.3155,Casa rural,8,145.05,2,Tren,Vacaciones
2023-07-02,España,Valencia,39.4699,-0.3763,Hotel,1,101.82,1,Tren,Vacaciones
2023-10-15,Reino Unido,Londres,51.5074,-0.1278,Hotel,8,73.14,1,Autobús,Negocios
2023-11-03,España,Barcelona,41.3851,2.1734,Hotel,8,125.31,5,Tren,Vacaciones
2023-10-27,Francia,París,48.8566,2.3522,Hostal,3,126.91,1,Avión,Vacaciones
2023-03-23,Alemania,Múnich,48.1351,11.582,Casa rural,1,72.51,2,Avión,Vacaciones
2023-07-30,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,9,148.75,2,Autobús,Vacaciones
2023-05-30,Alemania,Colonia,50.9375,6.9603,Albergue,4,111.5,2,Avión,Vacaciones
2023-02-06,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,7,112.59,1,Avión,Vacaciones
2023-12-18,Alemania,Frankfurt,50.1109,8.6821,Hotel,9,110.83,3,Tren,Negocios
2023-11-08,Francia,París,48.8566,2.3522,Apartamento,3,110.13,3,Coche,Vacaciones
2023-12-27,Alemania,Berlín,52.52,13.405,Albergue,5,96.54,5,Avión,Vacaciones
2023-02-28,España,Barcelona,41.3851,2.1734,Apartamento,10,119.49,3,Autobús,Vacaciones
2023-05-11,Alemania,Frankfurt,50.1109,8.6821,Hotel,11,90.09,5,Tren,Negocios
2023-07-21,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,13,147.2,5,Avión,Vacaciones
2023-08-31,Italia,Roma,41.9028,12.4964,Hotel,3,40.21,2,Autobús,Vacaciones
2023-02-04,Alemania,Frankfurt,50.1109,8.6821,Hotel,5,72.7,4,Autobús,Visita familiar
2023-04-03,Alemania,Colonia,50.9375,6.9603,Hotel,11,110.66,5,Tren,Vacaciones
2023-07-26,Alemania,Múnich,48.1351,11.582,Casa rural,2,97.61,1,Autobús,Vacaciones
2023-12-19,Reino Unido,Londres,51.5074,-0.1278,Apartamento,4,84.92,2,Coche,Vacaciones
2023-11-28,Alemania,Berlín,52.52,13.405,Apartamento,12,105.25,1,Coche,Vacaciones
2023-11-01,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,2,63.56,1,Avión,Vacaciones
2023-12-16,Reino Unido,Londres,51.5074,-0.1278,Hotel,3,68.91,3,Coche,Estudios
2023-08-01,Italia,Florencia,43.7696,11.2558,Apartamento,5,96.19,1,Tren,Estudios
2023-06-08,España,Valencia,39.4699,-0.3763,Casa rural,9,111.52,5,Tren,Visita familiar
2023-01-24,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,3,78.5,1,Avión,Vacaciones
2023-10-20,Francia,Burdeos,44.8378,-0.5792,Casa rural,10,46.05,1,Coche,Vacaciones
2023-01-04,Alemania,Colonia,50.9375,6.9603,Hostal,6,106.89,3,Autobús,Negocios
2023-08-08,Francia,París,48.8566,2.3522,Hotel,4,114.57,1,Autobús,Vacaciones
2023-12-30,Alemania,Colonia,50.9375,6.9603,Hotel,4,67.26,5,Coche,Visita familiar
2023-01-20,Italia,Nápoles,40.8518,14.2681,Apartamento,11,88.22,5,Tren,Vacaciones
2023-06-01,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,13,127.3,1,Tren,Vacaciones
2023-02-19,España,Málaga,36.7213,-4.4214,Hotel,10,65.24,5,Tren,Vacaciones
2023-06-26,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,10,99.02,5,Tren,Estudios
2023-04-06,Alemania,Múnich,48.1351,11.582,Apartamento,13,80.05,3,Coche,Visita familiar
2023-04-15,España,Barcelona,41.3851,2.1734,Casa rural,5,165.53,2,Avión,Vacaciones
2023-09-07,Reino Unido,Londres,51.5074,-0.1278,Hotel,11,63.19,2,Coche,Vacaciones
2023-04-27,España,Valencia,39.4699,-0.3763,Hotel,7,45.27,4,Coche,Vacaciones
2023-12-20,Alemania,Hamburgo,53.5511,9.9937,Apartamento,11,118.19,2,Tren,Vacaciones
2023-08-16,Italia,Roma,41.9028,12.4964,Apartamento,14,90.23,1,Tren,Negocios
2023-03-07,Italia,Florencia,43.7696,11.2558,Apartamento,4,69.08,5,Tren,Vacaciones
2023-12-01,Reino Unido,Edimburgo,55.9533,-3.1883,Casa rural,8,85.25,2,Avión,Visita familiar
2023-09-19,Francia,Marsella,43.2965,5.3698,Hostal,12,145.48,3,Avión,Vacaciones
2023-10-22,Alemania,Hamburgo,53.5511,9.9937,Apartamento,13,100.09,4,Tren,Negocios
2023-08-31,Reino Unido,Manchester,53.4808,-2.2426,Hotel,9,143.94,1,Tren,Negocios
2023-07-05,Reino Unido,Manchester,53.4808,-2.2426,Apartamento,9,62.82,2,Coche,Estudios
2023-09-03,Italia,Milán,45.4642,9.19,Apartamento,9,132.61,5,Coche,Vacaciones
2023-05-05,España,Sevilla,37.3891,-5.9845,Hostal,2,70.95,3,Coche,Negocios
2023-09-25,Alemania,Hamburgo,53.5511,9.9937,Albergue,3,136.81,2,Tren,Negocios
2023-05-11,España,Barcelona,41.3851,2.1734,Apartamento,5,134.36,5,Coche,Vacaciones
2023-08-25,Alemania,Hamburgo,53.5511,9.9937,Apartamento,12,70.15,2,Autobús,Vacaciones
2023-01-18,Francia,Lyon,45.764,4.8357,Hotel,1,112.67,1,Avión,Visita familiar
2023-02-09,Italia,Milán,45.4642,9.19,Hotel,4,106.21,4,Coche,Vacaciones
2023-01-21,Francia,Lyon,45.764,4.8357,Hotel,11,128.08,5,Avión,Estudios
2023-08-13,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,14,66.02,4,Coche,Vacaciones
2023-12-21,Italia,Venecia,45.4408,12.3155,Apartamento,14,87.8,4,Avión,Vacaciones
2023-10-09,Reino Unido,Londres,51.5074,-0.1278,Hotel,5,101.44,3,Tren,Vacaciones
2023-01-08,Francia,Lyon,45.764,4.8357,Apartamento,9,145.14,5,Autobús,Vacaciones
2023-04-10,Alemania,Berlín,52.52,13.405,Apartamento,8,101.79,3,Avión,Vacaciones
2023-08-28,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,1,70.87,4,Coche,Vacaciones
2023-03-28,España,Sevilla,37.3891,-5.9845,Apartamento,14,109.63,1,Tren,Visita familiar
2023-10-25,Alemania,Múnich,48.1351,11.582,Hotel,13,69.55,1,Autobús,Estudios
2023-01-14,Alemania,Múnich,48.1351,11.582,Albergue,12,49.41,2,Tren,Vacaciones
2023-11-30,Francia,Lyon,45.764,4.8357,Hotel,3,95.15,2,Tren,Vacaciones
2023-01-02,Francia,París,48.8566,2.3522,Casa rural,14,108.33,5,Avión,Vacaciones
2023-10-20,Italia,Florencia,43.7696,11.2558,Hotel,14,105.78,1,Autobús,Vacaciones
2023-11-21,Italia,Venecia,45.4408,12.3155,Apartamento,3,101.6,4,Tren,Visita familiar
2023-02-10,España,Valencia,39.4699,-0.3763,Hotel,11,153.57,1,Coche,Negocios
2023-11-14,Alemania,Múnich,48.1351,11.582,Hotel,6,146.54,5,Tren,Vacaciones
2023-11-12,España,Valencia,39.4699,-0.3763,Apartamento,4,75.27,2,Coche,Vacaciones
2023-04-21,España,Madrid,40.4168,-3.7038,Hostal,4,128.3,2,Tren,Vacaciones
2023-01-14,Francia,Burdeos,44.8378,-0.5792,Hotel,1,167.86,3,Autobús,Vacaciones
2023-08-19,España,Málaga,36.7213,-4.4214,Apartamento,12,152.75,2,Autobús,Vacaciones
2023-03-25,España,Sevilla,37.3891,-5.9845,Hotel,10,130.24,4,Autobús,Vacaciones
2023-05-10,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,13,95.98,5,Avión,Vacaciones
2023-08-19,Italia,Florencia,43.7696,11.2558,Casa rural,12,60.86,2,Tren,Estudios
2023-11-22,Italia,Venecia,45.4408,12.3155,Casa rural,11,71.16,2,Autobús,Vacaciones
2023-05-25,Alemania,Berlín,52.52,13.405,Apartamento,4,115.85,4,Coche,Visita familiar
2023-12-11,Italia,Milán,45.4642,9.19,Hotel,1,108.83,2,Coche,Vacaciones
2023-01-28,Alemania,Múnich,48.1351,11.582,Hotel,5,102.06,4,Tren,Vacaciones
2023-03-07,Reino Unido,Liverpool,53.4084,-2.9916,Albergue,13,127.3,2,Autobús,Vacaciones
2023-06-12,Italia,Milán,45.4642,9.19,Hotel,3,135.1,4,Avión,Vacaciones
2023-08-17,Reino Unido,Liverpool,53.4084,-2.9916,Hostal,13,135.06,2,Autobús,Vacaciones
2023-09-18,Italia,Venecia,45.4408,12.3155,Hotel,10,122.09,5,Tren,Vacaciones
2023-06-13,Italia,Venecia,45.4408,12.3155,Albergue,5,115.52,3,Avión,Negocios
2023-10-28,Reino Unido,Londres,51.5074,-0.1278,Hotel,14,84.2,3,Coche,Negocios
2023-10-30,España,Barcelona,41.3851,2.1734,Hotel,3,102.56,1,Autobús,Vacaciones
2023-10-14,España,Madrid,40.4168,-3.7038,Apartamento,5,110.79,3,Autobús,Vacaciones
2023-01-10,España,Málaga,36.7213,-4.4214,Albergue,4,98.4,4,Coche,Vacaciones
2023-07-14,España,Madrid,40.4168,-3.7038,Albergue,9,52.28,4,Tren,Vacaciones
2023-04-28,Italia,Florencia,43.7696,11.2558,Hostal,14,109.62,3,Avión,Negocios
2023-09-27,Francia,Niza,43.7102,7.262,Hostal,6,98.27,4,Coche,Vacaciones
2023-03-21,Reino Unido,Londres,51.5074,-0.1278,Apartamento,12,95.86,5,Avión,Negocios
2023-04-03,Francia,Marsella,43.2965,5.3698,Hostal,14,117.21,4,Tren,Estudios
2023-09-23,Francia,Burdeos,44.8378,-0.5792,Casa rural,10,116.59,5,Avión,Negocios
2023-11-28,Alemania,Berlín,52.52,13.405,Apartamento,2,135.81,5,Avión,Vacaciones
2023-12-16,España,Sevilla,37.3891,-5.9845,Apartamento,1,117.74,5,Autobús,Visita familiar
2023-12-27,Italia,Roma,41.9028,12.4964,Apartamento,1,88.48,2,Coche,Estudios
2023-09-14,España,Barcelona,41.3851,2.1734,Apartamento,1,139.7,1,Avión,Negocios
2023-05-13,España,Valencia,39.4699,-0.3763,Casa rural,9,145.11,4,Avión,Vacaciones
2023-10-03,Francia,Lyon,45.764,4.8357,Hotel,5,99.37,2,Coche,Vacaciones
2023-09-21,Alemania,Múnich,48.1351,11.582,Hotel,14,137.47,1,Coche,Negocios
2023-06-20,España,Málaga,36.7213,-4.4214,Apartamento,4,104.9,2,Tren,Vacaciones
2023-01-01,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,10,134.49,4,Coche,Vacaciones
2023-11-09,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,5,139.71,5,Avión,Estudios
2023-03-05,España,Barcelona,41.3851,2.1734,Casa rural,9,81.01,2,Autobús,Vacaciones
2023-10-11,Francia,Niza,43.7102,7.262,Apartamento,3,142.0,1,Tren,Vacaciones
2023-05-01,Francia,Marsella,43.2965,5.3698,Casa rural,3,101.36,1,Coche,Vacaciones
2023-04-17,Italia,Roma,41.9028,12.4964,Hotel,12,111.7,1,Coche,Vacaciones
2023-06-24,Alemania,Múnich,48.1351,11.582,Casa rural,2,133.36,2,Coche,Vacaciones
2023-07-23,Francia,Marsella,43.2965,5.3698,Apartamento,8,92.28,1,Tren,Vacaciones
2023-06-14,Italia,Florencia,43.7696,11.2558,Hotel,7,129.76,3,Tren,Vacaciones
2023-11-01,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,2,105.01,1,Coche,Vacaciones
2023-04-30,Reino Unido,Londres,51.5074,-0.1278,Albergue,4,86.37,1,Tren,Visita familiar
2023-02-13,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,7,119.3,2,Autobús,Vacaciones
2023-11-08,España,Valencia,39.4699,-0.3763,Apartamento,1,137.58,4,Avión,Vacaciones
2023-06-05,Alemania,Múnich,48.1351,11.582,Casa rural,1,103.17,2,Autobús,Vacaciones
2023-07-26,Italia,Milán,45.4642,9.19,Hotel,8,69.59,2,Avión,Vacaciones
2023-04-18,Alemania,Colonia,50.9375,6.9603,Apartamento,6,90.33,3,Tren,Vacaciones
2023-09-08,España,Valencia,39.4699,-0.3763,Apartamento,2,78.8,4,Coche,Negocios
2023-11-30,Italia,Nápoles,40.8518,14.2681,Hotel,10,168.25,2,Tren,Negocios
2023-05-10,Italia,Nápoles,40.8518,14.2681,Apartamento,10,73.78,3,Autobús,Vacaciones
2023-10-20,Francia,París,48.8566,2.3522,Hotel,1,31.75,2,Autobús,Vacaciones
2023-01-20,Alemania,Frankfurt,50.1109,8.6821,Hostal,3,88.45,3,Tren,Vacaciones
2023-10-09,Alemania,Múnich,48.1351,11.582,Hotel,12,105.59,5,Coche,Vacaciones
2023-10-12,Francia,Niza,43.7102,7.262,Hotel,4,100.99,1,Coche,Negocios
2023-01-01,Reino Unido,Londres,51.5074,-0.1278,Apartamento,13,105.4,1,Avión,Visita familiar
2023-04-29,España,Valencia,39.4699,-0.3763,Hotel,5,61.61,2,Autobús,Vacaciones
2023-02-04,Alemania,Frankfurt,50.1109,8.6821,Hotel,11,101.85,3,Avión,Vacaciones
2023-07-17,Francia,Burdeos,44.8378,-0.5792,Hostal,10,70.28,5,Tren,Negocios
2023-09-02,Italia,Florencia,43.7696,11.2558,Casa rural,3,127.16,1,Avión,Vacaciones
2023-02-28,Francia,Burdeos,44.8378,-0.5792,Casa rural,13,65.7,2,Coche,Vacaciones
2023-11-21,Reino Unido,Birmingham,52.4862,-1.8904,Apartamento,14,97.41,2,Autobús,Vacaciones
2023-06-10,España,Sevilla,37.3891,-5.9845,Casa rural,5,76.16,3,Coche,Vacaciones
2023-06-28,Reino Unido,Londres,51.5074,-0.1278,Casa rural,12,128.57,4,Avión,Vacaciones
2023-07-25,Italia,Nápoles,40.8518,14.2681,Apartamento,7,85.89,2,Tren,Vacaciones
2023-01-12,Italia,Florencia,43.7696,11.2558,Hotel,11,68.49,5,Avión,Vacaciones
2023-10-03,Italia,Nápoles,40.8518,14.2681,Hotel,9,131.63,5,Coche,Vacaciones
2023-06-30,Italia,Nápoles,40.8518,14.2681,Apartamento,5,40.21,4,Autobús,Vacaciones
2023-08-30,Francia,Burdeos,44.8378,-0.5792,Casa rural,4,120.77,5,Avión,Estudios
2023-08-04,Italia,Milán,45.4642,9.19,Apartamento,10,110.11,3,Autobús,Estudios
2023-09-08,Italia,Milán,45.4642,9.19,Apartamento,11,175.67,2,Autobús,Vacaciones
2023-10-26,Francia,Lyon,45.764,4.8357,Hotel,13,119.52,3,Avión,Vacaciones
2023-05-06,Italia,Milán,45.4642,9.19,Hotel,9,115.02,4,Coche,Visita familiar
2023-08-05,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,8,74.45,4,Tren,Negocios
2023-11-02,Reino Unido,Birmingham,52.4862,-1.8904,Albergue,5,93.42,3,Coche,Vacaciones
2023-10-12,Alemania,Hamburgo,53.5511,9.9937,Hotel,9,107.86,1,Avión,Visita familiar
2023-07-04,Reino Unido,Liverpool,53.4084,-2.9916,Casa rural,11,142.66,4,Autobús,Vacaciones
2023-02-08,España,Madrid,40.4168,-3.7038,Hotel,14,76.93,2,Coche,Vacaciones
2023-08-11,España,Sevilla,37.3891,-5.9845,Apartamento,9,44.85,4,Tren,Estudios
2023-07-03,España,Barcelona,41.3851,2.1734,Apartamento,1,102.17,3,Autobús,Visita familiar
2023-06-27,Francia,Lyon,45.764,4.8357,Casa rural,12,52.2,3,Tren,Visita familiar
2023-10-21,Reino Unido,Liverpool,53.4084,-2.9916,Hotel,6,124.28,5,Autobús,Visita familiar
2023-12-06,España,Málaga,36.7213,-4.4214,Hotel,11,145.49,1,Tren,Vacaciones
2023-05-31,Alemania,Berlín,52.52,13.405,Hotel,5,130.93,3,Tren,Visita familiar
2023-05-06,Francia,Marsella,43.2965,5.3698,Casa rural,6,84.89,5,Avión,Visita familiar
2023-10-28,Alemania,Colonia,50.9375,6.9603,Hotel,10,148.61,5,Avión,Vacaciones
2023-11-04,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,3,76.96,2,Autobús,Vacaciones
2023-12-02,Italia,Venecia,45.4408,12.3155,Apartamento,14,70.52,5,Avión,Vacaciones
2023-08-22,Alemania,Hamburgo,53.5511,9.9937,Apartamento,3,142.89,1,Avión,Vacaciones
2023-01-08,Italia,Venecia,45.4408,12.3155,Hostal,10,89.33,2,Tren,Vacaciones
2023-12-07,Francia,Marsella,43.2965,5.3698,Casa rural,5,104.77,3,Autobús,Vacaciones
2023-05-09,Alemania,Múnich,48.1351,11.582,Apartamento,7,130.44,3,Tren,Vacaciones
2023-09-21,Alemania,Colonia,50.9375,6.9603,Casa rural,4,67.02,5,Avión,Vacaciones
2023-06-06,Francia,Burdeos,44.8378,-0.5792,Hostal,6,83.97,4,Avión,Vacaciones
2023-12-18,Francia,Lyon,45.764,4.8357,Hotel,5,82.37,1,Coche,Vacaciones
2023-12-24,España,Málaga,36.7213,-4.4214,Casa rural,2,93.01,1,Tren,Negocios
2023-01-05,Reino Unido,Edimburgo,55.9533,-3.1883,Apartamento,13,78.69,5,Avión,Vacaciones
2023-03-27,Alemania,Berlín,52.52,13.405,Apartamento,11,111.16,1,Autobús,Vacaciones
2023-06-24,Alemania,Colonia,50.9375,6.9603,Apartamento,12,110.78,2,Autobús,Visita familiar
2023-10-17,Francia,París,48.8566,2.3522,Apartamento,1,100.04,5,Avión,Vacaciones
2023-07-12,Francia,París,48.8566,2.3522,Hotel,6,106.87,4,Avión,Vacaciones
2023-11-07,Reino Unido,Manchester,53.4808,-2.2426,Hostal,5,80.36,3,Avión,Vacaciones
2023-04-29,Francia,Niza,43.7102,7.262,Hostal,9,100.63,1,Autobús,Vacaciones
2023-08-06,Italia,Nápoles,40.8518,14.2681,Hostal,12,49.45,3,Avión,Vacaciones
2023-04-24,Italia,Milán,45.4642,9.19,Hotel,7,129.7,4,Tren,Negocios
2023-05-25,Italia,Milán,45.4642,9.19,Albergue,1,83.17,4,Coche,Negocios
2023-01-26,Italia,Roma,41.9028,12.4964,Hotel,13,84.46,2,Coche,Vacaciones
2023-05-16,Reino Unido,Birmingham,52.4862,-1.8904,Hotel,10,71.96,4,Coche,Vacaciones
2023-10-30,Alemania,Múnich,48.1351,11.582,Hotel,6,104.2,4,Tren,Vacaciones
2023-08-20,Italia,Venecia,45.4408,12.3155,Hotel,11,83.99,1,Avión,Vacaciones
2023-03-17,Francia,Lyon,45.764,4.8357,Apartamento,7,118.89,3,Coche,Vacaciones
2023-11-24,Italia,Venecia,45.4408,12.3155,Apartamento,3,68.5,1,Autobús,Visita familiar
2023-12-11,Reino Unido,Liverpool,53.4084,-2.9916,Casa rural,14,104.14,1,Avión,Vacaciones
2023-10-29,Francia,Marsella,43.2965,5.3698,Albergue,9,112.77,5,Autobús,Negocios
2023-10-16,Italia,Venecia,45.4408,12.3155,Hostal,11,123.91,5,Coche,Vacaciones
2023-01-01,Alemania,Berlín,52.52,13.405,Apartamento,14,120.0,2,Tren,Vacaciones
2023-05-27,Francia,Lyon,45.764,4.8357,Hostal,14,72.79,2,Coche,Visita familiar
2023-10-14,Francia,Niza,43.7102,7.262,Hostal,11,102.04,4,Coche,Vacaciones
2023-05-22,Alemania,Múnich,48.1351,11.582,Apartamento,2,96.88,2,Avión,Vacaciones
2023-02-22,Francia,Marsella,43.2965,5.3698,Hostal,1,68.57,2,Avión,Vacaciones
2023-10-31,Italia,Venecia,45.4408,12.3155,Apartamento,10,99.2,4,Coche,Vacaciones
2023-03-10,Francia,Lyon,45.764,4.8357,Hotel,10,58.18,3,Tren,Estudios
2023-12-27,Italia,Florencia,43.7696,11.2558,Apartamento,12,107.06,4,Autobús,Visita familiar
2023-03-31,Alemania,Frankfurt,50.1109,8.6821,Apartamento,9,136.18,4,Autobús,Negocios
2023-08-08,España,Madrid,40.4168,-3.7038,Hostal,7,129.96,3,Tren,Vacaciones
2023-07-11,Alemania,Hamburgo,53.5511,9.9937,Hotel,10,111.74,4,Avión,Vacaciones
2023-03-04,Italia,Venecia,45.4408,12.3155,Apartamento,13,107.76,5,Coche,Vacaciones
2023-03-14,Reino Unido,Londres,51.5074,-0.1278,Casa rural,11,96.56,2,Coche,Vacaciones
2023-06-10,Alemania,Múnich,48.1351,11.582,Albergue,1,164.81,4,Coche,Vacaciones
2023-06-18,Reino Unido,Edimburgo,55.9533,-3.1883,Hotel,4,93.58,1,Autobús,Negocios
2023-03-30,Reino Unido,Manchester,53.4808,-2.2426,Hotel,10,60.5,2,Tren,Vacaciones
2023-06-25,Italia,Florencia,43.7696,11.2558,Apartamento,13,122.89,5,Tren,Vacaciones
2023-09-26,Italia,Nápoles,40.8518,14.2681,Apartamento,3,113.83,5,Coche,Visita familiar
2023-03-14,España,Madrid,40.4168,-3.7038,Hotel,11,66.88,4,Coche,Vacaciones
2023-09-02,Francia,Marsella,43.2965,5.3698,Hotel,7,88.09,3,Tren,Vacaciones
2023-03-18,Alemania,Berlín,52.52,13.405,Hostal,5,105.07,1,Autobús,Vacaciones
2023-06-08,Italia,Florencia,43.7696,11.2558,Hostal,9,83.06,4,Avión,Vacaciones
2023-11-20,Alemania,Frankfurt,50.1109,8.6821,Apartamento,11,127.53,3,Coche,Negocios
2023-04-08,Reino Unido,Liverpool,53.4084,-2.9916,Apartamento,3,76.66,5,Tren,Vacaciones
2023-04-12,Francia,Niza,43.7102,7.262,Apartamento,11,92.46,2,Autobús,Vacaciones
2023-05-12,España,Málaga,36.7213,-4.4214,Hotel,6,87.36,5,Avión,Vacaciones
2023-04-12,Alemania,Múnich,48.1351,11.582,Apartamento,10,113.52,4,Tren,Negocios
2023-01-19,Francia,Lyon,45.764,4.8357,Hotel,2,118.98,3,Coche,Vacaciones
2023-03-23,España,Málaga,36.7213,-4.4214,Apartamento,3,113.47,4,Tren,Vacaciones
2023-10-06,Alemania,Múnich,48.1351,11.582,Hotel,4,44.6,5,Autobús,Negocios
2023-12-05,Francia,Niza,43.7102,7.262,Apartamento,6,104.89,1,Coche,Vacaciones
2023-11-27,Italia,Milán,45.4642,9.19,Apartamento,11,114.32,5,Tren,Vacaciones
2023-05-09,Alemania,Berlín,52.52,13.405,Hotel,1,117.77,4,Tren,Vacaciones
2023-12-10,Francia,Lyon,45.764,4.8357,Hotel,6,94.68,3,Coche,Visita familiar
2023-11-06,España,Madrid,40.4168,-3.7038,Hotel,4,100.71,4,Coche,Vacaciones
2023-03-30,Francia,Marsella,43.2965,5.3698,Apartamento,8,82.94,2,Autobús,Negocios
2023-08-01,Italia,Roma,41.9028,12.4964,Hotel,9,138.34,2,Coche,Vacaciones
2023-05-23,Alemania,Berlín,52.52,13.405,Hotel,8,59.76,3,Autobús,Vacaciones
2023-03-06,Alemania,Frankfurt,50.1109,8.6821,Apartamento,8,113.55,5,Tren,Vacaciones
2023-03-17,Alemania,Frankfurt,50.1109,8.6821,Hostal,13,70.15,4,Coche,Vacaciones
2023-07-18,Italia,Florencia,43.7696,11.2558,Hotel,13,85.61,2,Autobús,Vacaciones
2023-05-23,España,Madrid,40.4168,-3.7038,Apartamento,2,98.82,1,Tren,Negocios
2023-11-12,Alemania,Colonia,50.9375,6.9603,Casa rural,14,40.42,2,Avión,Vacaciones
2023-04-03,España,Valencia,39.4699,-0.3763,Casa rural,10,58.2,5,Tren,Vacaciones
2023-11-01,Francia,Niza,43.7102,7.262,Hotel,2,51.96,3,Coche,Vacaciones
2023-08-12,España,Madrid,40.4168,-3.7038,Hostal,6,112.78,1,Autobús,Visita familiar
2023-10-18,España,Sevilla,37.3891,-5.9845,Apartamento,5,130.71,4,Avión,Vacaciones
2023-04-12,Alemania,Hamburgo,53.5511,9.9937,Albergue,6,52.12,4,Autobús,Vacaciones
