Tourist_ID,Country_Visited,City_Visited,Mode_of_Travel,Travel_Duration_Days,Number_of_Companions,Total_Travel_Cost,Accommodation_Type,Main_Purpose,Season_of_Visit
384,Germany,Munich,Bus,19,5,4403,Hostel,Business,Summer
385,Italy,Venice,Train,13,3,3749,Hostel,Leisure,Fall
386,Germany,Munich,Car,7,2,2522,Airbnb,Leisure,Spring
387,France,Paris,Bicycle,6,4,4290,Camping,Business,Fall
388,Austria,Salzburg,Bus,18,5,529,Hostel,Business,Summer
389,Greece,Athens,Car,18,4,1541,Camping,Leisure,Summer
390,UK,Edinburgh,Bus,17,3,4262,Airbnb,Family Visit,Winter
391,Greece,Thessaloniki,Bicycle,18,5,2621,Hotel,Leisure,Summer
392,Austria,Salzburg,Bus,17,1,3926,Hotel,Family Visit,Winter
393,UK,Manchester,Train,10,5,246,Hostel,Business,Fall
394,Greece,Thessaloniki,Bicycle,11,1,4190,Camping,Leisure,Spring
395,Netherlands,Utrecht,Train,8,5,4432,Airbnb,Leisure,Spring
396,Netherlands,Amsterdam,Car,20,2,1026,Camping,Leisure,Fall
397,Greece,Thessaloniki,Car,19,4,1134,Hostel,Family Visit,Spring
398,Greece,Santorini,Flight,4,2,1666,Hotel,Family Visit,Summer
399,Portugal,Lisbon,Flight,11,1,1382,Hostel,Family Visit,Winter
400,Greece,Thessaloniki,Flight,4,4,330,Camping,Business,Spring
401,Austria,Vienna,Flight,6,3,3183,Hostel,Family Visit,Summer
402,France,Paris,Flight,13,1,3787,Camping,Family Visit,Winter
403,Greece,Athens,Car,14,2,4311,Hostel,Leisure,Spring
404,Greece,Thessaloniki,Bicycle,14,2,1331,Airbnb,Business,Summer
405,Germany,Hamburg,Train,3,3,3441,Camping,Family Visit,Spring
406,Switzerland,Geneva,Car,3,3,2004,Hostel,Family Visit,Spring
407,Portugal,Faro,Bicycle,14,2,4010,Airbnb,Leisure,Fall
408,Switzerland,Zurich,Bicycle,8,4,4324,Hotel,Business,Fall
409,Netherlands,Amsterdam,Flight,18,5,4613,Hostel,Business,Fall
410,Netherlands,Rotterdam,Train,13,1,471,Airbnb,Business,Fall
411,Spain,Seville,Train,13,1,4561,Camping,Business,Winter
412,Greece,Santorini,Flight,8,4,4684,Camping,Family Visit,Spring
413,Netherlands,Amsterdam,Bicycle,2,1,2250,Camping,Family Visit,Fall
414,Greece,Santorini,Flight,14,2,345,Hotel,Family Visit,Summer
415,UK,Edinburgh,Flight,6,1,631,Camping,Leisure,Spring
416,Austria,Innsbruck,Bus,2,5,2832,Hotel,Business,Summer
417,Italy,Venice,Flight,16,1,1163,Hotel,Family Visit,Fall
418,Germany,Hamburg,Flight,13,3,2241,Airbnb,Family Visit,Fall
419,Italy,Rome,Bicycle,6,5,4268,Hostel,Business,Fall
420,Netherlands,Amsterdam,Train,12,4,1006,Airbnb,Leisure,Winter
421,Greece,Santorini,Bicycle,15,3,2068,Hotel,Family Visit,Fall
422,France,Nice,Bicycle,3,1,1084,Airbnb,Family Visit,Fall
423,Italy,Milan,Bicycle,20,5,1589,Airbnb,Leisure,Winter
424,Austria,Salzburg,Car,11,3,4521,Camping,Business,Winter
425,Switzerland,Geneva,Car,10,1,2753,Hostel,Business,Fall
426,France,Nice,Bicycle,4,5,1996,Airbnb,Family Visit,Fall
427,Greece,Santorini,Bus,16,1,3370,Hostel,Family Visit,Spring
428,Spain,Madrid,Train,18,5,2114,Hotel,Family Visit,Winter
429,Greece,Santorini,Flight,11,3,2937,Camping,Family Visit,Spring
430,Switzerland,Zurich,Flight,19,1,202,Airbnb,Business,Winter
431,Portugal,Porto,Bicycle,4,5,1092,Hotel,Business,Spring
432,France,Paris,Car,16,1,2576,Hotel,Leisure,Winter
433,Italy,Rome,Bicycle,5,5,3881,Hotel,Business,Summer
434,Switzerland,Zurich,Train,12,1,2882,Hostel,Leisure,Summer
435,Austria,Innsbruck,Flight,10,3,1555,Hotel,Business,Spring
436,UK,Manchester,Train,11,1,4335,Airbnb,Leisure,Spring
437,Austria,Innsbruck,Car,6,3,1154,Hotel,Family Visit,Spring
438,Italy,Milan,Bicycle,3,4,1174,Hotel,Business,Winter
439,Spain,Seville,Flight,7,3,4172,Hostel,Family Visit,Fall
440,Greece,Athens,Bus,17,2,1113,Hostel,Business,Fall
441,Germany,Hamburg,Flight,7,5,3587,Hotel,Business,Fall
442,Austria,Innsbruck,Train,17,5,995,Camping,Family Visit,Spring
443,Austria,Innsbruck,Train,6,5,4888,Hostel,Business,Winter
444,Switzerland,Zurich,Bicycle,19,5,517,Hostel,Leisure,Fall
445,Austria,Salzburg,Bus,20,2,1791,Hotel,Leisure,Spring
446,Greece,Thessaloniki,Car,9,2,4130,Camping,Business,Summer
447,France,Lyon,Train,14,5,1512,Hostel,Business,Fall
448,France,Paris,Flight,7,3,2583,Hostel,Business,Summer
449,France,Paris,Bicycle,9,4,1904,Camping,Business,Summer
450,Switzerland,Zurich,Flight,14,3,2804,Camping,Leisure,Winter
451,Switzerland,Geneva,Train,11,4,4486,Airbnb,Family Visit,Summer
452,Netherlands,Utrecht,Train,7,4,756,Hostel,Business,Spring
453,Portugal,Lisbon,Train,20,2,2919,Airbnb,Business,Winter
454,Spain,Madrid,Bicycle,12,5,3941,Airbnb,Leisure,Fall
455,Germany,Munich,Train,8,2,2603,Hostel,Business,Spring
456,France,Paris,Flight,3,5,2212,Camping,Family Visit,Winter
457,Netherlands,Rotterdam,Flight,13,2,3317,Camping,Business,Spring
458,Greece,Athens,Bicycle,18,1,2264,Airbnb,Family Visit,Spring
459,Greece,Santorini,Car,9,2,4995,Camping,Family Visit,Winter
460,Spain,Madrid,Flight,14,3,1207,Hostel,Business,Spring
461,Austria,Salzburg,Car,7,3,3726,Hotel,Family Visit,Summer
462,Spain,Seville,Bicycle,11,1,1447,Hotel,Family Visit,Fall
463,Germany,Hamburg,Car,3,4,771,Airbnb,Leisure,Winter
464,France,Paris,Flight,16,5,477,Airbnb,Leisure,Winter
465,Netherlands,Rotterdam,Bus,5,4,2087,Hotel,Family Visit,Fall
466,Portugal,Faro,Bus,5,2,1240,Camping,Business,Fall
467,Switzerland,Geneva,Bus,13,1,1085,Hostel,Leisure,Fall
468,France,Paris,Bicycle,2,2,3391,Camping,Leisure,Spring
469,Spain,Barcelona,Bus,19,2,4999,Hotel,Leisure,Fall
470,Spain,Seville,Bicycle,16,5,3947,Hostel,Leisure,Winter
471,Germany,Hamburg,Bicycle,4,4,2628,Camping,Leisure,Winter
472,France,Lyon,Flight,13,5,1106,Airbnb,Family Visit,Fall
473,Italy,Milan,Flight,2,3,2706,Hotel,Family Visit,Winter
474,Greece,Athens,Bicycle,3,2,3556,Airbnb,Business,Fall
475,Switzerland,Lucerne,Flight,5,1,238,Hotel,Leisure,Winter
476,Switzerland,Zurich,Car,16,5,2404,Hostel,Family Visit,Winter
477,Germany,Munich,Bus,12,4,2023,Hotel,Leisure,Summer
478,UK,Manchester,Bus,3,4,3293,Airbnb,Leisure,Fall
479,Italy,Rome,Train,12,3,3978,Hostel,Business,Summer
480,Switzerland,Lucerne,Flight,18,4,3711,Airbnb,Family Visit,Spring
481,Portugal,Lisbon,Flight,16,5,4226,Hostel,Business,Spring
482,Austria,Salzburg,Car,7,3,4865,Camping,Family Visit,Winter
483,Greece,Athens,Flight,7,2,2180,Hotel,Business,Spring
484,Austria,Innsbruck,Train,4,1,992,Hotel,Leisure,Fall
485,Netherlands,Utrecht,Bicycle,13,2,2455,Airbnb,Business,Winter
486,Germany,Berlin,Flight,9,4,1184,Airbnb,Business,Fall
487,Germany,Munich,Car,18,5,3580,Airbnb,Leisure,Winter
488,Italy,Venice,Bus,9,3,3833,Hostel,Leisure,Fall
489,Netherlands,Rotterdam,Bus,8,3,4644,Hotel,Family Visit,Fall
490,Portugal,Faro,Train,13,5,4099,Camping,Family Visit,Fall
491,Netherlands,Amsterdam,Train,4,4,726,Airbnb,Business,Summer
492,Austria,Innsbruck,Train,15,1,4165,Hotel,Business,Winter
493,Austria,Vienna,Flight,13,4,1963,Airbnb,Leisure,Fall
494,Switzerland,Zurich,Car,10,1,316,Hostel,Leisure,Fall
495,France,Paris,Bus,3,3,3988,Hostel,Family Visit,Spring
496,Portugal,Lisbon,Bus,18,5,473,Hotel,Business,Fall
497,Switzerland,Lucerne,Car,19,3,928,Airbnb,Business,Spring
498,Germany,Munich,Train,2,4,4397,Hostel,Family Visit,Winter
499,Portugal,Lisbon,Train,10,3,413,Hostel,Leisure,Winter
500,Italy,Venice,Bicycle,20,1,2648,Hotel,Business,Winter
501,UK,London,Bicycle,13,1,3317,Hostel,Business,Fall
502,Switzerland,Geneva,Bus,16,4,2920,Airbnb,Leisure,Fall
503,Portugal,Faro,Bicycle,11,2,201,Airbnb,Leisure,Fall
504,Switzerland,Geneva,Bus,2,1,4244,Hostel,Business,Winter
505,UK,Edinburgh,Flight,2,5,1117,Hostel,Family Visit,Spring
506,France,Paris,Flight,8,2,289,Hotel,Family Visit,Fall
507,Spain,Barcelona,Car,15,2,4438,Hostel,Business,Winter
508,UK,London,Car,3,2,1086,Hostel,Business,Summer
509,Greece,Santorini,Train,13,1,2095,Camping,Business,Spring
510,Greece,Athens,Train,12,5,834,Camping,Business,Spring
511,Portugal,Faro,Train,7,1,3344,Hostel,Family Visit,Spring
512,Portugal,Lisbon,Flight,8,1,915,Airbnb,Family Visit,Summer
513,Switzerland,Geneva,Train,9,2,3589,Hotel,Business,Fall
514,Austria,Salzburg,Bicycle,16,3,2630,Camping,Family Visit,Fall
515,Germany,Munich,Train,8,3,407,Airbnb,Family Visit,Fall
516,Netherlands,Rotterdam,Train,5,2,221,Hostel,Business,Summer
517,UK,Manchester,Flight,4,1,4309,Camping,Business,Summer
518,France,Nice,Car,12,2,2334,Camping,Business,Summer
519,Greece,Athens,Train,13,5,1760,Airbnb,Business,Summer
520,Germany,Hamburg,Bus,14,3,2369,Hostel,Family Visit,Spring
521,Italy,Venice,Flight,20,4,4980,Airbnb,Business,Spring
522,Greece,Athens,Bicycle,9,5,3902,Hotel,Business,Fall
523,Austria,Salzburg,Flight,20,4,3865,Camping,Family Visit,Winter
524,UK,Manchester,Car,7,2,861,Camping,Leisure,Summer
525,Italy,Venice,Car,6,1,1282,Airbnb,Business,Fall
526,Greece,Thessaloniki,Flight,4,4,954,Airbnb,Leisure,Spring
527,Netherlands,Amsterdam,Train,4,5,552,Camping,Leisure,Fall
528,Germany,Berlin,Bicycle,8,4,4088,Camping,Leisure,Fall
529,Italy,Venice,Bicycle,6,4,2979,Hostel,Family Visit,Spring
530,Austria,Innsbruck,Bicycle,13,4,1155,Hotel,Leisure,Fall
531,Switzerland,Geneva,Flight,19,1,4903,Airbnb,Family Visit,Winter
532,Netherlands,Rotterdam,Car,10,4,1473,Airbnb,Business,Spring
533,Switzerland,Lucerne,Bicycle,3,4,2825,Hotel,Business,Fall
534,Spain,Madrid,Flight,16,2,3179,Hostel,Leisure,Spring
535,Spain,Seville,Train,7,2,1594,Airbnb,Business,Summer
536,Portugal,Lisbon,Bus,13,3,729,Airbnb,Family Visit,Spring
537,UK,Manchester,Train,9,5,3158,Hotel,Family Visit,Spring
538,Greece,Thessaloniki,Bus,2,3,3791,Hotel,Business,Summer
539,Greece,Thessaloniki,Flight,5,2,1139,Camping,Family Visit,Winter
540,Italy,Rome,Bicycle,15,2,574,Camping,Leisure,Winter
541,Portugal,Lisbon,Car,6,5,4205,Hotel,Family Visit,Spring
542,UK,Edinburgh,Train,14,1,2565,Camping,Leisure,Winter
543,Germany,Munich,Train,16,1,3355,Hostel,Family Visit,Summer
544,Greece,Thessaloniki,Bus,3,1,3138,Hostel,Leisure,Spring
545,Greece,Santorini,Flight,3,3,1452,Hostel,Family Visit,Spring
546,France,Paris,Train,6,1,4755,Camping,Business,Fall
547,Austria,Vienna,Bicycle,5,5,3574,Airbnb,Family Visit,Spring
548,Italy,Milan,Bus,12,2,3978,Hostel,Family Visit,Spring
549,Germany,Munich,Car,15,2,3091,Hotel,Leisure,Fall
550,Germany,Hamburg,Car,10,1,2560,Hostel,Family Visit,Winter
551,UK,Manchester,Bus,12,5,2934,Camping,Business,Winter
552,Switzerland,Zurich,Car,6,4,2412,Hotel,Business,Spring
553,Greece,Santorini,Flight,18,1,1855,Camping,Leisure,Spring
554,Italy,Venice,Bicycle,13,4,1590,Airbnb,Family Visit,Winter
555,Netherlands,Rotterdam,Car,16,4,1474,Airbnb,Leisure,Summer
556,Italy,Milan,Flight,19,2,1168,Airbnb,Business,Winter
557,UK,London,Train,6,4,481,Camping,Leisure,Winter
558,Italy,Venice,Bicycle,2,3,4493,Airbnb,Business,Fall
559,Netherlands,Amsterdam,Car,6,5,1208,Hostel,Business,Summer
560,UK,Edinburgh,Flight,20,4,4785,Hostel,Family Visit,Spring
561,Switzerland,Lucerne,Car,19,3,325,Hotel,Family Visit,Spring
562,Netherlands,Utrecht,Car,3,1,4068,Hotel,Family Visit,Spring
563,Spain,Seville,Train,8,3,3449,Camping,Family Visit,Winter
564,Italy,Rome,Flight,13,4,4603,Camping,Business,Winter
565,France,Lyon,Bus,17,2,2993,Hostel,Leisure,Fall
566,Germany,Berlin,Flight,9,2,1564,Hostel,Family Visit,Winter
567,France,Paris,Car,2,5,4812,Hostel,Leisure,Spring
568,Greece,Thessaloniki,Train,16,2,2674,Hotel,Family Visit,Fall
569,Greece,Santorini,Train,11,2,4249,Hostel,Business,Fall
570,Netherlands,Utrecht,Train,18,2,3919,Camping,Leisure,Summer
571,UK,Manchester,Car,16,1,4883,Hostel,Leisure,Summer
572,Switzerland,Zurich,Flight,9,1,3272,Hostel,Leisure,Fall
573,UK,London,Bicycle,20,5,1527,Airbnb,Leisure,Fall
574,Netherlands,Rotterdam,Flight,6,1,3873,Camping,Business,Fall
575,Greece,Santorini,Car,3,2,903,Airbnb,Business,Spring
576,Spain,Barcelona,Bicycle,7,1,3432,Camping,Business,Summer
577,Portugal,Faro,Train,10,1,4983,Hostel,Business,Spring
578,Greece,Thessaloniki,Bicycle,14,1,4028,Hotel,Family Visit,Fall
579,Spain,Barcelona,Bicycle,14,1,1547,Airbnb,Business,Fall
580,Switzerland,Geneva,Train,3,5,3373,Hostel,Family Visit,Spring
581,Germany,Hamburg,Bicycle,15,4,1837,Airbnb,Family Visit,Fall
582,Austria,Salzburg,Train,20,2,1200,Hostel,Family Visit,Fall
583,UK,Manchester,Flight,20,5,3912,Airbnb,Leisure,Fall
584,France,Nice,Car,8,1,2972,Camping,Family Visit,Summer
585,UK,Manchester,Bicycle,16,1,3347,Hotel,Family Visit,Summer
586,Spain,Seville,Bicycle,8,5,4186,Camping,Family Visit,Winter
587,Italy,Rome,Car,2,1,935,Airbnb,Leisure,Summer
588,Portugal,Faro,Car,18,3,3538,Hostel,Leisure,Winter
589,Portugal,Lisbon,Bicycle,4,2,1161,Hostel,Leisure,Winter
590,Germany,Hamburg,Bicycle,15,1,1226,Camping,Family Visit,Summer
591,Italy,Milan,Bus,9,2,2701,Camping,Leisure,Winter
592,France,Lyon,Flight,13,5,4599,Airbnb,Leisure,Summer
593,Greece,Athens,Train,6,4,3030,Hotel,Leisure,Summer
594,Netherlands,Amsterdam,Bus,12,2,2611,Hotel,Business,Spring
595,Netherlands,Rotterdam,Flight,12,5,220,Hostel,Family Visit,Winter
596,Greece,Athens,Bus,12,5,914,Hotel,Family Visit,Winter
597,Germany,Berlin,Bicycle,20,4,340,Camping,Leisure,Summer
598,Italy,Rome,Flight,20,2,1163,Hotel,Family Visit,Winter
599,Portugal,Lisbon,Bus,17,5,3835,Camping,Family Visit,Fall
600,Germany,Munich,Train,15,3,1892,Hotel,Business,Summer
601,Greece,Santorini,Bicycle,16,4,305,Camping,Business,Winter
602,Spain,Barcelona,Bus,5,2,4297,Airbnb,Business,Summer
603,Austria,Innsbruck,Train,18,5,2337,Hotel,Family Visit,Fall
604,Austria,Salzburg,Car,12,4,3854,Hostel,Family Visit,Winter
605,Spain,Seville,Train,18,2,644,Hostel,Leisure,Spring
606,Spain,Seville,Bicycle,11,4,1675,Hotel,Business,Fall
607,Netherlands,Rotterdam,Train,8,1,1908,Hotel,Business,Winter
608,Greece,Santorini,Train,11,3,1500,Hotel,Leisure,Summer
609,Spain,Seville,Car,10,2,4816,Hotel,Leisure,Spring
610,Austria,Innsbruck,Bus,16,2,2625,Airbnb,Family Visit,Summer
611,Germany,Munich,Flight,11,1,3425,Hostel,Leisure,Fall
612,Netherlands,Amsterdam,Flight,6,4,4345,Airbnb,Business,Fall
613,Germany,Berlin,Flight,20,4,3473,Hotel,Leisure,Winter
614,Germany,Berlin,Car,19,3,3240,Hostel,Leisure,Spring
615,Spain,Barcelona,Bicycle,19,5,1784,Hostel,Family Visit,Winter
616,Switzerland,Lucerne,Bus,4,4,1449,Airbnb,Family Visit,Winter
617,Austria,Innsbruck,Bus,2,5,861,Hostel,Business,Winter
618,Austria,Innsbruck,Car,17,5,2666,Camping,Leisure,Spring
619,Germany,Munich,Car,8,3,849,Hotel,Leisure,Summer
620,Netherlands,Rotterdam,Flight,10,5,640,Hostel,Business,Summer
621,France,Paris,Car,3,3,4558,Hotel,Business,Spring
622,Italy,Milan,Bus,19,3,1777,Hotel,Leisure,Fall
623,France,Nice,Flight,8,1,3551,Hostel,Leisure,Summer
624,France,Paris,Bus,15,3,1441,Hostel,Family Visit,Summer
625,Greece,Thessaloniki,Train,7,2,1390,Airbnb,Leisure,Fall
626,Spain,Madrid,Train,14,4,4648,Camping,Leisure,Summer
627,Switzerland,Lucerne,Car,5,3,272,Hostel,Leisure,Winter
628,Spain,Madrid,Car,9,1,2114,Hotel,Leisure,Spring
629,Spain,Seville,Train,7,1,3246,Airbnb,Family Visit,Summer
630,Greece,Thessaloniki,Train,5,5,3913,Hotel,Business,Fall
631,Netherlands,Utrecht,Flight,6,4,3810,Hotel,Business,Summer
632,Germany,Hamburg,Flight,9,2,266,Hotel,Leisure,Winter
633,Italy,Milan,Flight,13,5,4353,Camping,Family Visit,Winter
634,Netherlands,Amsterdam,Flight,4,2,2974,Hostel,Business,Spring
635,Austria,Vienna,Bicycle,13,2,2861,Airbnb,Family Visit,Winter
636,Italy,Rome,Bus,18,3,2601,Hotel,Family Visit,Fall
637,Portugal,Lisbon,Bicycle,9,4,3819,Airbnb,Business,Spring
638,Switzerland,Zurich,Bus,6,5,2534,Hotel,Business,Winter
639,Spain,Seville,Train,16,1,4606,Hotel,Family Visit,Winter
640,France,Nice,Bus,17,2,2693,Hostel,Leisure,Fall
641,Netherlands,Rotterdam,Flight,17,4,4952,Airbnb,Leisure,Fall
642,Italy,Rome,Bicycle,17,4,3919,Hotel,Family Visit,Winter
643,Austria,Salzburg,Bus,4,5,4643,Airbnb,Business,Summer
644,Switzerland,Lucerne,Train,20,5,4143,Airbnb,Leisure,Fall
645,Italy,Venice,Flight,13,1,485,Hotel,Business,Winter
646,Spain,Madrid,Flight,7,2,4751,Camping,Business,Summer
647,Netherlands,Rotterdam,Bus,8,1,1212,Airbnb,Family Visit,Summer
648,Spain,Seville,Bus,17,4,1723,Hotel,Leisure,Winter
649,Austria,Salzburg,Flight,3,5,3925,Camping,Leisure,Winter
650,France,Paris,Bicycle,5,1,1801,Hostel,Business,Spring
651,France,Nice,Car,10,5,3017,Camping,Family Visit,Winter
652,Greece,Thessaloniki,Train,10,1,1925,Camping,Business,Winter
653,Switzerland,Geneva,Bus,5,2,4606,Airbnb,Leisure,Winter
654,Italy,Milan,Bicycle,7,3,605,Hotel,Leisure,Fall
655,Greece,Santorini,Bus,12,4,443,Hotel,Business,Spring
656,France,Nice,Car,11,4,760,Airbnb,Family Visit,Summer
657,Switzerland,Geneva,Flight,11,2,2026,Hostel,Leisure,Summer
658,Spain,Barcelona,Bicycle,11,3,4119,Hostel,Family Visit,Spring
659,Germany,Hamburg,Train,8,4,272,Hotel,Family Visit,Fall
660,Portugal,Lisbon,Car,16,5,4425,Airbnb,Business,Spring
661,Italy,Venice,Bus,4,2,4561,Camping,Leisure,Spring
662,Netherlands,Rotterdam,Train,3,1,4459,Hostel,Leisure,Summer
663,Netherlands,Amsterdam,Car,15,1,1333,Hostel,Family Visit,Spring
664,Austria,Salzburg,Flight,17,5,3146,Hotel,Business,Spring
665,Portugal,Lisbon,Train,4,1,1248,Hostel,Business,Winter
666,Austria,Salzburg,Bus,14,5,2729,Camping,Leisure,Summer
667,UK,Edinburgh,Flight,9,5,1163,Hostel,Leisure,Spring
668,Portugal,Faro,Car,16,4,4423,Airbnb,Business,Spring
669,Portugal,Porto,Bicycle,14,4,3236,Hotel,Leisure,Fall
670,Switzerland,Zurich,Car,7,5,4338,Hotel,Family Visit,Winter
671,Spain,Barcelona,Bus,3,4,2910,Airbnb,Business,Winter
672,Italy,Milan,Train,20,3,2153,Hotel,Family Visit,Winter
673,UK,Edinburgh,Train,11,1,4937,Hotel,Family Visit,Fall
674,Switzerland,Geneva,Car,12,2,2150,Airbnb,Business,Winter
675,Italy,Rome,Car,16,1,2330,Hostel,Family Visit,Winter
676,UK,Manchester,Bus,10,3,4444,Camping,Leisure,Summer
677,France,Paris,Train,10,4,4485,Hostel,Business,Spring
678,Italy,Milan,Train,15,3,599,Camping,Leisure,Summer
679,Italy,Rome,Train,2,4,1838,Camping,Family Visit,Winter
680,Germany,Hamburg,Car,9,1,2348,Camping,Family Visit,Spring
681,Germany,Hamburg,Bus,8,4,1019,Hostel,Leisure,Spring
682,Spain,Barcelona,Bus,5,4,4717,Airbnb,Leisure,Spring
683,Portugal,Faro,Bicycle,8,2,1708,Camping,Leisure,Winter
684,Greece,Athens,Flight,4,3,2339,Hostel,Leisure,Fall
685,Greece,Santorini,Train,15,5,2845,Airbnb,Family Visit,Winter
686,Austria,Salzburg,Flight,6,2,2493,Hotel,Leisure,Summer
687,UK,London,Flight,7,5,1100,Hotel,Family Visit,Winter
688,Austria,Vienna,Bicycle,2,5,2209,Camping,Business,Summer
689,Italy,Venice,Train,19,5,2585,Hostel,Family Visit,Summer
690,Spain,Madrid,Bus,6,5,871,Camping,Leisure,Fall
691,Portugal,Lisbon,Bus,5,1,3242,Hostel,Family Visit,Winter
692,Switzerland,Zurich,Car,18,4,2642,Hotel,Leisure,Fall
693,Italy,Milan,Train,5,2,4919,Camping,Family Visit,Winter
694,UK,London,Bicycle,19,3,4004,Hotel,Leisure,Summer
695,Switzerland,Zurich,Flight,7,2,2644,Hostel,Family Visit,Summer
696,Austria,Salzburg,Bicycle,18,1,216,Camping,Family Visit,Summer
697,Italy,Rome,Bus,10,1,771,Airbnb,Business,Fall
698,Spain,Madrid,Bicycle,17,5,1320,Hotel,Business,Winter
699,Italy,Milan,Train,11,2,4097,Hotel,Leisure,Summer
700,Austria,Salzburg,Flight,9,5,914,Hotel,Leisure,Fall
701,Austria,Salzburg,Bus,3,3,2447,Airbnb,Business,Fall
702,Switzerland,Geneva,Train,18,1,4126,Airbnb,Leisure,Spring
703,Netherlands,Rotterdam,Bus,14,3,2348,Hostel,Business,Summer
704,France,Nice,Flight,9,5,3471,Camping,Family Visit,Winter
705,Netherlands,Utrecht,Flight,12,1,3706,Hotel,Business,Fall
706,France,Nice,Train,4,1,1868,Hotel,Leisure,Winter
707,Spain,Seville,Bicycle,9,2,2150,Airbnb,Business,Spring
708,Greece,Thessaloniki,Bus,15,4,1874,Airbnb,Leisure,Winter
709,Netherlands,Amsterdam,Flight,16,3,2746,Camping,Business,Spring
710,Netherlands,Utrecht,Flight,20,3,2689,Hostel,Business,Fall
711,Netherlands,Amsterdam,Bicycle,6,5,2237,Camping,Leisure,Fall
712,Portugal,Porto,Bus,9,2,1773,Hostel,Leisure,Fall
713,Spain,Madrid,Flight,16,4,1446,Hostel,Leisure,Winter
714,Austria,Innsbruck,Flight,9,1,2576,Camping,Leisure,Spring
715,Germany,Berlin,Bus,3,2,1162,Airbnb,Business,Summer
716,Portugal,Porto,Bicycle,18,4,1813,Hotel,Leisure,Winter
717,Netherlands,Amsterdam,Bus,10,1,4512,Hotel,Family Visit,Fall
718,Greece,Athens,Flight,19,2,2396,Hostel,Leisure,Winter
719,Italy,Rome,Bicycle,5,4,969,Hotel,Leisure,Spring
720,Spain,Madrid,Bus,14,5,4183,Airbnb,Family Visit,Winter
721,Germany,Hamburg,Bus,3,3,721,Hotel,Family Visit,Fall
722,Germany,Hamburg,Bicycle,16,1,1135,Hotel,Leisure,Spring
723,Austria,Innsbruck,Bicycle,19,1,4783,Hotel,Leisure,Summer
724,Greece,Thessaloniki,Flight,15,4,3897,Hostel,Leisure,Summer
725,Italy,Milan,Train,13,3,885,Hostel,Business,Fall
726,Austria,Salzburg,Car,18,5,4266,Hotel,Leisure,Winter
727,Germany,Berlin,Car,8,1,1456,Airbnb,Business,Fall
728,Italy,Rome,Flight,16,2,2396,Camping,Business,Spring
729,Portugal,Porto,Bus,14,5,501,Hotel,Business,Fall
730,Austria,Innsbruck,Train,9,4,1959,Airbnb,Family Visit,Spring
731,Greece,Santorini,Bicycle,12,3,1568,Airbnb,Family Visit,Fall
732,Switzerland,Zurich,Flight,14,2,4508,Airbnb,Business,Winter
733,Spain,Madrid,Car,16,4,482,Hostel,Business,Summer
734,Greece,Santorini,Flight,19,3,4383,Airbnb,Family Visit,Winter
735,Austria,Innsbruck,Bus,13,5,2525,Hotel,Family Visit,Spring
736,France,Nice,Bicycle,12,5,1924,Hotel,Business,Spring
737,Switzerland,Lucerne,Flight,2,3,902,Hotel,Family Visit,Summer
738,Italy,Venice,Flight,20,5,1504,Airbnb,Family Visit,Spring
739,Greece,Santorini,Bus,6,2,3927,Camping,Family Visit,Spring
740,Spain,Barcelona,Flight,9,1,1484,Hostel,Leisure,Fall
741,Italy,Milan,Bicycle,4,1,2055,Airbnb,Leisure,Summer
742,Greece,Santorini,Bicycle,11,2,3762,Hostel,Business,Spring
743,Italy,Venice,Bicycle,11,5,4167,Camping,Family Visit,Fall
744,UK,Edinburgh,Bus,15,3,1122,Hostel,Family Visit,Summer
745,France,Paris,Bus,3,1,2359,Hostel,Business,Fall
746,Italy,Venice,Car,14,1,2747,Airbnb,Business,Winter
747,Greece,Thessaloniki,Car,5,2,2849,Hotel,Family Visit,Winter
748,Greece,Thessaloniki,Car,13,1,1237,Hostel,Business,Spring
749,Austria,Vienna,Bicycle,3,5,2834,Hotel,Family Visit,Fall
750,Austria,Innsbruck,Car,17,3,4095,Airbnb,Family Visit,Summer
751,Austria,Vienna,Bus,20,5,897,Hostel,Business,Spring
752,Switzerland,Zurich,Bus,5,5,1243,Hostel,Business,Fall
753,Italy,Rome,Train,11,3,2028,Hostel,Family Visit,Spring
754,Netherlands,Utrecht,Bus,7,5,2223,Hotel,Family Visit,Winter
755,Germany,Berlin,Car,8,5,2285,Hostel,Family Visit,Fall
756,France,Paris,Car,15,4,4483,Airbnb,Leisure,Summer
757,Switzerland,Geneva,Bicycle,14,4,2520,Airbnb,Family Visit,Spring
758,Greece,Santorini,Train,8,4,3492,Hostel,Business,Summer
759,France,Paris,Bus,15,3,4631,Hotel,Family Visit,Spring
760,Switzerland,Lucerne,Flight,5,2,793,Hostel,Leisure,Fall
761,Netherlands,Utrecht,Bus,20,4,4355,Hostel,Family Visit,Summer
762,Portugal,Faro,Flight,20,1,3590,Hotel,Leisure,Fall
763,Switzerland,Lucerne,Train,15,3,4701,Hostel,Family Visit,Spring
764,France,Paris,Flight,14,4,741,Airbnb,Leisure,Fall
765,Portugal,Lisbon,Bicycle,7,5,3174,Hotel,Leisure,Fall
766,Netherlands,Utrecht,Flight,5,3,631,Hostel,Leisure,Fall
767,Austria,Innsbruck,Flight,14,4,4478,Camping,Business,Winter
768,Switzerland,Zurich,Flight,18,1,1369,Hotel,Leisure,Fall
